player,team,position,league,gls_p90_pct,ast_p90_pct,weight_source,league_strength
Ryan Christie,Scotland,MID,ENG-Premier League,0.6915887850467289,0.07476635514018691,fbref,1.0
Odilon Kossounou,Côte d'Ivoire,DEF,ITA-Serie A,0.8125,0.3068181818181818,fbref,0.9357997823721436
Derrick Etienne,Haiti,FWD,USA-MLS,0.04918032786885246,0.6147540983606558,fbref,0.8531011969532101
Enner Valencia,Ecuador,FWD,MEX-Liga MX,0.43478260869565216,0.15217391304347827,fbref,0.8465723612622414
Equi Fernández,Argentina,MID,GER-Bundesliga,0.1,0.45,fbref,0.9412404787812839
Hwang In-Beom,Korea Republic,MID,NED-Eredivisie,0.3819444444444444,0.9513888888888888,fbref,0.8531011969532101
Ross Stewart,Scotland,FWD,ENG2-EFL Championship,1.0,0.9078947368421053,fbref,0.884657236126224
James Rodríguez,Colombia,MID,MEX-Liga MX,0.5606060606060606,0.5151515151515151,fbref,0.8465723612622414
Rayan Aït-Nouri,Algeria,DEF,ENG-Premier League,0.22395833333333334,0.9739583333333334,fbref,1.0
Jordán Carrillo,Mexico,MID,MEX-Liga MX,0.8653846153846154,0.7692307692307693,fbref,0.8465723612622414
Lucas Bergvall,Sweden,MID,ENG-Premier League,0.43457943925233644,0.9299065420560748,fbref,1.0
Ángelo Preciado,Ecuador,DEF,CZE-First League,0.06451612903225806,0.3548387096774194,fbref,0.8400435255712732
Nawaf Al Aqidi,Saudi Arabia,GK,SAU-Saudi Pro League,0.0,0.0,gk_neutral,0.8193688792165397
Amir Murillo,Panama,DEF,FRA-Ligue 1,1.0,0.6136363636363636,fbref,0.9303590859630032
Chancel Mbemba,Congo DR,DEF,FRA-Ligue 1,0.2945205479452055,0.23972602739726026,fbref,0.9303590859630032
João Cancelo,Portugal,DEF,ESP-La Liga,0.9904761904761905,0.9714285714285714,fbref,0.942328618063112
Wilfried Singo,Côte d'Ivoire,DEF,TUR-Super Lig,0.9880952380952381,0.8333333333333334,fbref,0.8563656147986942
Victor Lindelöf,Sweden,DEF,ENG-Premier League,0.25,0.6923076923076923,fbref,1.0
Antonio Sanabria,Paraguay,FWD,ITA-Serie A,0.06382978723404255,0.5851063829787234,fbref,0.9357997823721436
Dailon Livramento,Cabo Verde,FWD,POR-Primeira Liga,0.1,0.6,fbref,0.8857453754080522
Marcelo Flores,Canada,MID,MEX-Liga MX,0.9487179487179487,0.16666666666666666,fbref,0.8465723612622414
Thomas Partey,Ghana,MID,ESP-La Liga,0.12886597938144329,0.10309278350515463,fbref,0.942328618063112
Riechedly Bazoer,Curaçao,DEF,TUR-Super Lig,0.23333333333333334,0.23333333333333334,fbref,0.8563656147986942
Elye Wahi,Côte d'Ivoire,FWD,FRA-Ligue 1,0.7,0.48,fbref,0.9303590859630032
Hiroki Ito,Japan,DEF,GER-Bundesliga,0.7761194029850746,0.9701492537313433,fbref,0.9412404787812839
Carney Chukwuemeka,Austria,MID,GER-Bundesliga,0.46774193548387094,0.06451612903225806,fbref,0.9412404787812839
Brian Gutiérrez,Mexico,MID,USA-MLS,0.9826086956521739,0.7086956521739131,fbref,0.8531011969532101
Michael Gregoritsch,Austria,FWD,GER-Bundesliga,0.7,0.75,fbref,0.9412404787812839
Nabil Emad Dunga,Egypt,MID,SAU-Saudi Pro League,0.19047619047619047,0.11904761904761904,fbref,0.8193688792165397
Déiver Machado,Colombia,DEF,FRA-Ligue 1,0.22727272727272727,0.6818181818181818,fbref,0.9303590859630032
Nuno da Costa,Cabo Verde,FWD,TUR-Super Lig,0.6764705882352942,0.5147058823529411,fbref,0.8563656147986942
Chris Wood,New Zealand,FWD,ENG-Premier League,0.32142857142857145,0.17857142857142858,fbref,1.0
Matt Turner,USA,GK,USA-MLS,0.0,0.0,gk_neutral,0.8531011969532101
